,index,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_jx4q_fizf,:@computed_region_bh8s_q3mv,:@computed_region_p5aj_wyqh,:@computed_region_fyvs_ahh9,:@computed_region_f58d_8dbm,:@computed_region_9dfj_4gjx,:@computed_region_vtsz_7cme,:@computed_region_n4xg_c4py,:@computed_region_sruu_94in,:@computed_region_4isq_27mq,:@computed_region_viu7_rrfi,:@computed_region_fcz8_est8,:@computed_region_pigm_ib2e,:@computed_region_9jxd_iqea,:@computed_region_6ezc_tdp2,:@computed_region_6pnf_4xz7,:@computed_region_h4ep_8xdi,:@computed_region_nqbw_i6c3,:@computed_region_2dwj_jsy4,:@computed_region_y6ts_4iup,Neighborhoods,Plate
235,687982,1559142,2012-10-16 09:21:41,2012-10-22 11:39:57,2012-10-22 11:39:57,Closed,DPT Abandoned Vehicles - Gone on Arrival - 10-22-12 @ 1021 hrs # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
236,699433,1462050,2012-09-23 17:48:26,2012-09-27 11:49:19,2012-09-27 11:49:19,Closed,DPT Abandoned Vehicles - Gone on Arrival - 9-27-12 @  1113 hrs #  229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
237,709615,1375015,2012-09-03 12:02:48,2012-09-07 10:47:14,2012-09-07 10:47:14,Closed,DPT Abandoned Vehicles - Gone on Arrival - 9-7-12 @ 1001 hrs #  229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
238,3491308,1125743,2012-05-16 16:43:30,2012-05-21 17:38:35,2012-05-21 17:38:35,Closed,DPT Abandoned Vehicles - Gone on Arrival - 5-21-12 @   1008  hrs #  229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and ALTON AVE,9TH AVE,7.0,Forest Hill,TARAVAL,37.750331878662,-122.465377807617,"(37.75033188, -122.46537781)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
239,3483122,1116491,2012-05-02 11:45:46,2012-05-03 16:38:57,2012-05-03 16:38:57,Closed,DPT Abandoned Vehicles - Gone on Arrival - 5-3-12 @  1115 HRS #  E76,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and ALTON AVE,9TH AVE,7.0,Forest Hill,TARAVAL,37.750331878662,-122.465377807617,"(37.75033188, -122.46537781)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
240,393258,1111582,2012-04-24 14:49:21,2012-04-30 12:41:51,2012-04-30 12:41:51,Closed,DPT Abandoned Vehicles - Gone on Arrival - 4-30-12 @ 1111 hrs #  g85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
241,3488948,1100541,2012-04-07 11:48:37,2012-04-12 17:52:12,2012-04-12 17:52:12,Closed,DPT Abandoned Vehicles - Gone on Arrival - 4-12-12 @  1049 HRS # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
242,396547,1099009,2012-04-05 06:57:07,2012-04-09 08:52:10,2012-04-09 08:52:10,Closed,DPT Abandoned Vehicles - Gone on Arrival,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,White - Dodge - Van - 3LXY721,"120 ALTON AVE, SAN FRANCISCO, CA, 94116",ALTON AVE,7.0,Forest Hill,TARAVAL,37.750442504883,-122.464561462402,"(37.7504425, -122.46456146)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
243,3485334,1094440,2012-03-29 10:38:33,2012-04-04 12:42:01,2012-04-04 12:42:01,Closed,DPT Abandoned Vehicles - Gone on Arrival - 4-3-12 @  1046 hrs # 229 odometer has changed #  845/6,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3lxy721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
244,3488323,1092554,2012-03-26 19:01:27,2012-04-02 09:40:52,2012-04-02 09:40:52,Closed,DPT Abandoned Vehicles - Gone on Arrival,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
245,3483314,1057074,2012-02-02 19:40:32,2012-02-07 16:39:14,2012-02-07 16:39:14,Closed,DPT Abandoned Vehicles - Gone on Arrival - 2-7-12 @  1331 hrs #  229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,White - Dodge - Van - 3LXY721,"120 ALTON AVE, SAN FRANCISCO, CA, 94116",ALTON AVE,7.0,Forest Hill,TARAVAL,37.750442504883,-122.464561462402,"(37.7504425, -122.46456146)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
246,635942,1047556,2012-01-20 10:27:28,2012-01-26 17:28:23,2012-01-26 17:28:23,Closed,DPT Abandoned Vehicles - Gone on Arrival - 1-26-12 @  1007 hrs  # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
247,3456207,967959,2011-09-22 16:16:28,2011-09-26 18:34:42,2011-09-26 18:34:42,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco  g85  9-26-11 @ 1122,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
248,564864,887744,2011-05-24 17:35:02,2011-06-02 17:22:05,2011-06-02 17:22:05,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g85 6-2-11 @ 1320,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
249,609488,827434,2011-02-16 18:42:09,2011-02-17 16:52:57,2011-02-17 16:52:57,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g7 2-17-11 @ 1310 this veh moves and is not abandoned,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
250,614309,821150,2011-02-07 09:30:11,2011-02-08 16:54:21,2011-02-08 16:54:21,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g7,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
251,615940,819073,2011-02-03 12:55:59,2011-02-04 16:52:25,2011-02-04 16:52:25,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g7 2-4-11 @ 11oo hrs  this veh has been moving,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
252,622888,810001,2011-01-20 18:43:52,2011-01-28 17:22:11,2011-01-28 17:22:11,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g7,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
253,466974,792036,2010-12-20 12:02:51,2010-12-21 15:47:06,2010-12-21 15:47:06,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g7,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
254,470619,785963,2010-12-09 10:08:44,2010-12-14 17:37:48,2010-12-14 17:37:48,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g7 12-14-10 @ 1035,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
255,476754,776080,2010-11-21 11:27:21,2010-11-29 11:04:06,2010-11-29 11:04:06,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco g7,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,White - Dodge - Van - 3lxy721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
256,481943,768035,2010-11-08 10:00:20,2010-11-15 09:47:35,2010-11-15 09:47:35,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco 273 11-12-10 @ 1510,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Ram Van - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
257,489396,756947,2010-10-21 10:18:25,2010-10-26 10:17:07,2010-10-26 10:17:07,Closed,DPT Abandoned Vehicles - Gone on Arrival - pco e95 10-25-10 @ 1240,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Ram Van - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
258,112200,671909,2010-06-09 09:25:47,2010-06-14 18:30:17,2010-06-14 18:30:17,Closed,DPT Abandoned Vehicles - Gone on Arrival - PCOP 273 06-14-10 @ 1410,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE - DODGE - VAN - 3LXY721,"2007 9TH AVE, SAN FRANCISCO, CA, 94116",9TH AVE,7.0,Forest Hill,TARAVAL,37.750762939453004,-122.465522766113,"(37.75076294, -122.46552277)",Phone,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
259,76443,483275,2009-08-07 14:10:30,2009-08-25 10:08:55,2009-08-25 10:08:55,Closed,DPT Abandoned Vehicles - Gone on Arrival - #284 8/24/09 @ 1205,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,White - Unknown - Unknown - 3LXY721,"2001 9TH AVE, SAN FRANCISCO, CA, 94116",9TH AVE,7.0,Forest Hill,TARAVAL,37.750843048096,-122.465530395508,"(37.75084305, -122.4655304)",Phone,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
260,100110,461603,2009-07-02 15:05:28,2009-07-14 06:59:05,2009-07-14 06:59:05,Closed,DPT Abandoned Vehicles - Gone on Arrival - #07-7/13/09 @ 1053,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,White - na - camper van - 3LXY721,"2007 9TH AVE, SAN FRANCISCO, CA, 94116",9TH AVE,7.0,Forest Hill,TARAVAL,37.750762939453004,-122.465522766113,"(37.75076294, -122.46552277)",Phone,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
261,1568305,6995670,2017-03-31 12:16:31,2017-04-03 09:49:10,2017-04-03 09:49:10,Closed,Case is a Duplicate - SEE  SR #   6983595,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Winnebago - n/a - 6PUJ756,"214 CHENERY ST, SAN FRANCISCO, CA, 94131",CHENERY ST,8.0,Fairmount,INGLESIDE,37.738563537598,-122.426078796387,"(37.73856354, -122.4260788)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
262,1572834,6983595,2017-03-28 09:54:31,2017-04-07 06:23:41,2017-04-07 06:23:41,Closed,DPT Abandoned Vehicles- Gone on Arrival - 04/06/2017 @1139 HRS #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Winnebago -  - 6PUJ756,"221 CHENERY ST, SAN FRANCISCO, CA, 94131",CHENERY ST,8.0,Fairmount,INGLESIDE,37.738471255739,-122.425875446182,"(37.73847126, -122.42587545)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
263,1587583,6945498,2017-03-16 13:45:03,2017-03-21 08:26:28,2017-03-21 08:26:28,Closed,DPT Abandoned Vehicles- Gone on Arrival - 03/20/17  @1120         #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Chevy - winnabago  - 6puj756,"238 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.73763087935,-122.42586404333001,"(37.73763088, -122.42586404)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
264,1600276,6912952,2017-03-07 15:05:41,2017-03-15 08:09:31,2017-03-15 08:09:31,Closed,DPT Abandoned Vehicles- Gone on Arrival - 03/14/17  @1330       #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE - CHEVY - VAN - 6PUJ756,"244 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.737543499767,-122.42600013636002,"(37.7375435, -122.42600014)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
265,1614252,6876830,2017-02-24 17:26:05,2017-03-01 08:33:37,2017-03-01 08:33:37,Closed,Case is a Duplicate - 02/28/17  DUPLICATE COMPLAINT                 SR #6864902,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - Chevrolet - Van 30 - 6PUJ756,"260 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.737295597689,-122.426377652263,"(37.7372956, -122.42637765)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
266,1618598,6864902,2017-02-21 15:40:30,2017-03-07 10:16:08,2017-03-07 10:16:08,Closed,DPT Abandoned Vehicles- Gone on Arrival - 03-06-17  @ 1426  HRS #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Tan - Chevy - S0 - 6PUJ756,"260 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.737297058105,-122.426376342773,"(37.73729706, -122.42637634)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
267,1640142,6807512,2017-02-04 17:22:19,2017-02-13 07:36:52,2017-02-13 07:36:52,Closed,DPT Abandoned Vehicles- Gone on Arrival - 02-10-2017 @ 1415 HRS BY #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,beige  - Chevy  - Winnebago  - 6PUJ756,"214 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.737999424333,-122.425500026972,"(37.73799942, -122.42550003)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
268,1655034,6767995,2017-01-24 20:36:57,2017-01-26 07:58:00,2017-01-26 07:58:00,Closed,Case is a Duplicate - 01/25/17  DUPLICATE COMPLAINT                 SR #6767277,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,beige - Chevy - Winnebago - 6PUJ756,"138 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.738481369925,-122.425256550315,"(37.73848137, -122.42525655)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
269,1655303,6767277,2017-01-24 16:27:25,2017-02-03 08:46:54,2017-02-03 08:46:54,Closed,DPT Abandoned Vehicles- Gone on Arrival - 02-02-2017 @ 1318  HRS BY #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Creme - Winnabago - MINI - 6PUJ756,"144 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.738422393799,-122.42528533935499,"(37.73842239, -122.42528534)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
270,1288966,6637847,2016-12-17 14:08:22,2016-12-28 13:29:41,2016-12-28 13:29:41,Closed,DPT Abandoned Vehicles- Gone on Arrival - 12-27-16 @   1120  HRS # 129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Beige - Chevy - Winnebago - 6PUJ756,"150 ARLINGTON ST, SAN FRANCISCO, CA, 94131",ARLINGTON ST,8.0,Fairmount,INGLESIDE,37.738362228217,-122.425319184102,"(37.73836223, -122.42531918)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,6PUJ756
271,1338083,6493936,2016-11-03 17:55:16,2016-11-09 07:07:26,2016-11-09 07:07:26,Closed,DPT Abandoned Vehicles- Gone on Arrival - 11/08/16  @ 1210       #382,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Chevy -  - 6PUJ756,"500 CAMBRIDGE ST, SAN FRANCISCO, CA, 94134",CAMBRIDGE ST,9.0,University Mound,BAYVIEW,37.725087882599,-122.417979060296,"(37.72508788, -122.41797906)",Phone,,92.0,9.0,2.0,25.0,7.0,9.0,4.0,309.0,7.0,28.0,28.0,,92.0,,2.0,,,,,,,1.0,,,,,92.0,6PUJ756
272,1348591,6465258,2016-10-26 18:40:47,2016-11-02 06:49:07,2016-11-02 06:49:07,Closed,DPT Abandoned Vehicles- Gone on Arrival - 11/01/16  @1107        #382,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Chevrolet - Winnebago - 6PUJ756,"189 WILLIAMS AVE, SAN FRANCISCO, CA, 94124",WILLIAMS AVE,10.0,Bayview,BAYVIEW,37.729675292969,-122.39708709716801,"(37.72967529, -122.3970871)",Web,,86.0,2.0,9.0,1.0,8.0,10.0,3.0,58.0,3.0,1.0,1.0,,86.0,,9.0,,,,,,,2.0,,,,,86.0,6PUJ756
273,1396340,6323338,2016-09-18 10:26:26,2016-09-20 07:37:48,2016-09-20 07:37:48,Closed,Case is a Duplicate - 09/19/16  DUPLICATE COMPLAINT                SR #6303292,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Chevrolet - chevy van - 6puj756,Intersection of HOLLADAY AVE and COSTA ST,HOLLADAY AVE,9.0,Peralta Heights,INGLESIDE,37.744525909424,-122.40576934814501,"(37.74452591, -122.40576935)",Web,,60.0,9.0,2.0,2.0,7.0,10.0,4.0,28859.0,7.0,2.0,2.0,,60.0,,2.0,,,,,,,1.0,,,,,60.0,6PUJ756
274,1399715,6314093,2016-09-15 11:02:05,2016-09-19 07:30:30,2016-09-19 07:30:30,Closed,Case is a Duplicate - 09/16/16  DUPLICATE COMPLAINT                SR #6303292,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE - CHEVY - Winnebago - 6PUJ756,"300 HOLLADAY AVE, SAN FRANCISCO, CA, 94110",HOLLADAY AVE,9.0,Peralta Heights,INGLESIDE,37.74496042469001,-122.405713466416,"(37.74496042, -122.40571347)",Phone,,60.0,9.0,2.0,2.0,7.0,2.0,4.0,28859.0,7.0,2.0,2.0,,60.0,,2.0,,,,,,,1.0,,,,,60.0,6PUJ756
275,1403666,6303292,2016-09-12 15:37:25,2016-09-23 09:14:54,2016-09-23 09:14:54,Closed,DPT Abandoned Vehicles- Gone on Arrival - GOA  09/22/16  @0958HRS  #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE - Chevrolet -  - 6PUJ756,Intersection of HOLLADAY AVE and COSTA ST,HOLLADAY AVE,9.0,Peralta Heights,INGLESIDE,37.744525909424,-122.40576934814501,"(37.74452591, -122.40576935)",Web,,60.0,9.0,2.0,2.0,7.0,10.0,4.0,28859.0,7.0,2.0,2.0,,60.0,,2.0,,,,,,,1.0,,,,,60.0,6PUJ756
